Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000074054	CLASP1	-10.093	0.521
ENSG00000162385	MAGOH	-7.006	0.521
ENSG00000229833	PET100	-7.561	0.521
ENSG00000014641	MDH1	-20.099	0.521
ENSG00000075292	ZNF638	-16.938	0.520
ENSG00000242485	MRPL20	-13.500	0.519
ENSG00000112297	AIM1	-10.271	0.518
ENSG00000198839	ZNF277	-13.926	0.518
ENSG00000120963	ZNF706	-21.357	0.517
ENSG00000159335	PTMS	-15.232	0.517
ENSG00000253719	ATXN7L3B	-14.836	0.516
ENSG00000100911	PSME2	-14.351	0.515
ENSG00000109536	FRG1	-15.426	0.515
ENSG00000154174	TOMM70	-16.174	0.514
ENSG00000118096	IFT46	-10.909	0.514
ENSG00000138326	RPS24	-20.641	0.514
ENSG00000229117	RPL41	-10.865	0.514
ENSG00000181458	TMEM45A	-4.974	0.513
ENSG00000226084	RP4-706A16.3	-4.160	0.512
ENSG00000161011	SQSTM1	-19.146	0.511
ENSG00000145425	RPS3A	-18.048	0.511
ENSG00000140740	UQCRC2	-21.394	0.511
ENSG00000075426	FOSL2	-8.678	0.511
ENSG00000165629	ATP5C1	-22.253	0.511
ENSG00000255302	EID1	-14.633	0.511
ENSG00000180425	C11orf71	-2.016	0.511
ENSG00000171159	C9orf16	-4.527	0.511
ENSG00000137713	PPP2R1B	-14.860	0.511
ENSG00000253683	CTB-79E8.3	-2.509	0.510
ENSG00000103591	AAGAB	-10.945	0.510
ENSG00000144224	UBXN4	-17.707	0.510
ENSG00000197021	CXorf40B	-7.759	0.509
ENSG00000231500	RPS18	-18.371	0.509
ENSG00000163565	IFI16	-19.651	0.509
ENSG00000075223	SEMA3C	-15.252	0.509
ENSG00000196914	ARHGEF12	-10.492	0.508
ENSG00000099977	DDT	-9.546	0.507
ENSG00000146457	WTAP	-14.753	0.507
ENSG00000151461	UPF2	-14.376	0.506
ENSG00000130193	THEM6	-8.665	0.506
ENSG00000151353	TMEM18	-8.469	0.505
ENSG00000204525	HLA-C	-17.495	0.505
ENSG00000266472	MRPS21	-11.858	0.505
ENSG00000128708	HAT1	-7.578	0.504
ENSG00000171862	PTEN	-15.183	0.503
ENSG00000118689	FOXO3	-6.507	0.502
ENSG00000164885	CDK5	-8.985	0.501
ENSG00000069275	NUCKS1	-21.574	0.501
ENSG00000124444	ZNF576	-7.425	0.500
ENSG00000123444	KBTBD4	-10.257	0.500
ENSG00000137038	TMEM261	-11.469	0.500
ENSG00000158828	PINK1	-15.864	0.500
ENSG00000132669	RIN2	-18.225	0.498
ENSG00000163001	CFAP36	-11.744	0.498
ENSG00000063854	HAGH	-9.718	0.497
ENSG00000213619	NDUFS3	-16.418	0.496
ENSG00000101052	IFT52	-14.460	0.495
ENSG00000154305	MIA3	-9.573	0.495
ENSG00000116209	TMEM59	-22.244	0.495
ENSG00000205302	SNX2	-17.098	0.494
ENSG00000158092	NCK1	-14.671	0.494
ENSG00000153561	RMND5A	-8.715	0.493
ENSG00000088833	NSFL1C	-19.624	0.493
ENSG00000213326	RPS7P11	-7.836	0.493
ENSG00000137720	C11orf1	-11.525	0.492
ENSG00000232472	EEF1B2P3	-9.939	0.492
ENSG00000100266	PACSIN2	-15.380	0.492
ENSG00000126777	KTN1	-19.140	0.491
ENSG00000158109	TPRG1L	-17.866	0.491
ENSG00000169021	UQCRFS1	-15.953	0.491
ENSG00000066654	THUMPD1	-12.219	0.490
ENSG00000153574	RPIA	-3.785	0.490
ENSG00000113141	IK	-18.030	0.490
ENSG00000241837	ATP5O	-18.960	0.489
ENSG00000174021	GNG5	-12.222	0.489
ENSG00000213593	TMX2	-18.552	0.489
ENSG00000073712	FERMT2	-7.266	0.489
ENSG00000160685	ZBTB7B	-18.333	0.489
ENSG00000126267	COX6B1	-12.719	0.489
ENSG00000164548	TRA2A	-14.684	0.488
ENSG00000077097	TOP2B	-18.034	0.488
ENSG00000166272	WBP1L	-9.109	0.487
ENSG00000120656	TAF12	-12.430	0.487
ENSG00000137216	TMEM63B	-12.420	0.487
ENSG00000164040	PGRMC2	-14.840	0.486
ENSG00000174442	ZWILCH	-5.600	0.486
ENSG00000186081	KRT5	-25.069	0.486
ENSG00000117625	RCOR3	-7.978	0.486
ENSG00000168765	GSTM4	-2.466	0.486
ENSG00000165861	ZFYVE1	-7.466	0.485
ENSG00000198034	RPS4X	-16.649	0.485
ENSG00000173801	JUP	-20.194	0.484
ENSG00000041357	PSMA4	-14.895	0.484
ENSG00000164919	COX6C	-14.061	0.484
ENSG00000116171	SCP2	-14.707	0.483
ENSG00000170903	MSANTD4	-7.920	0.483
ENSG00000147471	PROSC	-9.900	0.483
ENSG00000143643	TTC13	-6.049	0.481
ENSG00000184990	SIVA1	-11.766	0.480
ENSG00000102805	CLN5	-6.933	0.479
ENSG00000188243	COMMD6	-16.469	0.478
ENSG00000179195	ZNF664	-12.492	0.478
ENSG00000185627	PSMD13	-18.895	0.478
ENSG00000158773	USF1	-14.209	0.477
ENSG00000169976	SF3B5	-13.428	0.476
ENSG00000111775	COX6A1	-12.713	0.476
ENSG00000012963	UBR7	-7.278	0.476
ENSG00000069812	HES2	-12.546	0.475
ENSG00000170242	USP47	-18.451	0.475
ENSG00000174547	MRPL11	-11.847	0.475
ENSG00000183648	NDUFB1	-11.086	0.474
ENSG00000069509	FUNDC1	-5.356	0.474
ENSG00000064726	BTBD1	-13.363	0.473
ENSG00000049167	ERCC8	-4.429	0.473
ENSG00000154723	ATP5J	-13.906	0.473
ENSG00000110013	SIAE	-12.199	0.473
ENSG00000167815	PRDX2	-16.330	0.473
ENSG00000172057	ORMDL3	-7.378	0.472
ENSG00000142089	IFITM3	-10.703	0.472
ENSG00000214223	HNRNPA1P10	-1.544	0.471
ENSG00000166529	ZSCAN21	-3.868	0.471
ENSG00000141030	COPS3	-17.335	0.470
ENSG00000080824	HSP90AA1	-20.641	0.470
ENSG00000181991	MRPS11	-12.140	0.470
ENSG00000229344	MTCO2P12	-1.531	0.470
ENSG00000119328	FAM206A	-6.154	0.470
ENSG00000114942	EEF1B2	-15.850	0.469
ENSG00000072682	P4HA2	-16.160	0.468
ENSG00000108443	RPS6KB1	-8.973	0.468
ENSG00000204264	PSMB8	-11.076	0.466
ENSG00000137710	RDX	-17.741	0.465
ENSG00000110172	CHORDC1	-7.974	0.465
ENSG00000165494	PCF11	-13.679	0.464
ENSG00000182541	LIMK2	-13.771	0.464
ENSG00000100897	DCAF11	-12.991	0.464
ENSG00000108848	LUC7L3	-15.996	0.462
ENSG00000106355	LSM5	-7.067	0.462
ENSG00000166171	DPCD	-4.930	0.461
ENSG00000100347	SAMM50	-16.965	0.460
ENSG00000113161	HMGCR	-17.045	0.459
ENSG00000182923	CEP63	-9.375	0.459
ENSG00000161981	SNRNP25	-4.357	0.459
ENSG00000126945	HNRNPH2	-13.461	0.459
ENSG00000182093	WRB	-5.259	0.459
ENSG00000198355	PIM3	-7.078	0.459
ENSG00000162517	PEF1	-13.602	0.459
ENSG00000149089	APIP	-8.242	0.458
ENSG00000153879	CEBPG	-14.683	0.458
ENSG00000026103	FAS	-12.203	0.458
ENSG00000137210	TMEM14B	-8.014	0.457
ENSG00000113810	SMC4	-11.931	0.457
ENSG00000092199	HNRNPC	-20.559	0.456
ENSG00000198715	GLMP	-11.564	0.456
ENSG00000242477	CTD-2161E19.1	-1.991	0.454
ENSG00000167565	SERTAD3	-7.272	0.454
ENSG00000163607	GTPBP8	-3.269	0.453
ENSG00000243547	HNRNPKP4	-1.567	0.452
ENSG00000213347	MXD3	-2.336	0.452
ENSG00000114573	ATP6V1A	-8.355	0.452
ENSG00000143799	PARP1	-16.452	0.452
ENSG00000151500	THYN1	-11.261	0.452
ENSG00000166855	CLPX	-13.229	0.452
ENSG00000101132	PFDN4	-6.544	0.451
ENSG00000122642	FKBP9	-10.695	0.451
ENSG00000166710	B2M	-13.256	0.451
ENSG00000162244	RPL29	-12.694	0.451
ENSG00000224183	SDHDP6	-3.125	0.450
ENSG00000112081	SRSF3	-15.775	0.449
ENSG00000198695	MT-ND6	-5.259	0.449
ENSG00000075643	MOCOS	-9.749	0.448
ENSG00000168393	DTYMK	-5.803	0.448
ENSG00000214389	RPS3AP26	-8.348	0.448
ENSG00000198356	ASNA1	-11.563	0.448
ENSG00000164104	HMGB2	-8.286	0.448
ENSG00000233016	SNHG7	-9.692	0.447
ENSG00000117614	SYF2	-11.269	0.447
ENSG00000110435	PDHX	-9.426	0.447
ENSG00000263465	SRSF8	-13.671	0.446
ENSG00000239559	RPL37P2	-3.555	0.445
ENSG00000149313	AASDHPPT	-15.635	0.445
ENSG00000228253	MT-ATP8	-6.589	0.445
ENSG00000126822	PLEKHG3	-10.685	0.445
ENSG00000166012	TAF1D	-13.715	0.444
ENSG00000171469	ZNF561	-15.628	0.444
ENSG00000189403	HMGB1	-17.519	0.443
ENSG00000103245	NARFL	-12.255	0.443
ENSG00000112305	SMAP1	-6.165	0.443
ENSG00000105171	POP4	-9.282	0.442
ENSG00000141428	C18orf21	-7.648	0.442
ENSG00000088986	DYNLL1	-12.827	0.441
ENSG00000172172	MRPL13	-14.977	0.441
ENSG00000134308	YWHAQ	-18.572	0.441
ENSG00000131013	PPIL4	-6.555	0.440
ENSG00000258289	CHURC1	-13.649	0.440
ENSG00000218208	RPS27AP11	-2.095	0.440
ENSG00000122482	ZNF644	-11.340	0.440
ENSG00000124198	ARFGEF2	-8.494	0.440
ENSG00000124380	SNRNP27	-6.043	0.440
ENSG00000109436	TBC1D9	-6.755	0.439
ENSG00000166266	CUL5	-10.646	0.439
ENSG00000182446	NPLOC4	-10.808	0.439
ENSG00000100567	PSMA3	-9.114	0.439
ENSG00000255717	SNHG1	-10.073	0.438
ENSG00000198830	HMGN2	-12.184	0.438
ENSG00000123178	SPRYD7	-7.165	0.438
ENSG00000106993	CDC37L1	-6.572	0.438
ENSG00000113558	SKP1	-16.332	0.437
ENSG00000162627	SNX7	-14.321	0.437
ENSG00000166938	DIS3L	-8.955	0.436
ENSG00000117143	UAP1	-13.817	0.435
ENSG00000075336	TIMM21	-6.500	0.435
ENSG00000241343	RPL36A	-9.717	0.434
ENSG00000131435	PDLIM4	-8.955	0.434
ENSG00000147164	SNX12	-10.575	0.434
ENSG00000135617	PRADC1	-5.240	0.434
ENSG00000226976	COX6A1P2	-3.212	0.434
ENSG00000132002	DNAJB1	-15.818	0.433
ENSG00000263266	RPS7P1	-12.427	0.433
ENSG00000153485	TMEM251	-2.078	0.433
ENSG00000211460	TSN	-8.053	0.432
ENSG00000136770	DNAJC1	-11.560	0.432
ENSG00000213699	SLC35F6	-8.299	0.431
ENSG00000183172	SMDT1	-4.062	0.431
ENSG00000213621	RPSAP54	-1.938	0.431
ENSG00000125676	THOC2	-10.762	0.431
ENSG00000132640	BTBD3	-7.801	0.431
ENSG00000122068	FYTTD1	-14.427	0.431
ENSG00000225200	AB019441.29	-2.584	0.431
ENSG00000167112	TRUB2	-12.016	0.431
ENSG00000102471	NDFIP2	-15.438	0.431
ENSG00000149196	HIKESHI	-4.957	0.430
ENSG00000108384	RAD51C	-4.583	0.430
ENSG00000173692	PSMD1	-11.781	0.430
ENSG00000269893	SNHG8	-14.455	0.429
ENSG00000136643	RPS6KC1	-8.434	0.429
ENSG00000145982	FARS2	-8.340	0.428
ENSG00000133835	HSD17B4	-15.619	0.428
ENSG00000153015	CWC27	-6.388	0.428
ENSG00000131495	NDUFA2	-7.734	0.427
ENSG00000196954	CASP4	-15.262	0.426
ENSG00000140365	COMMD4	-9.664	0.426
ENSG00000184182	UBE2F	-9.833	0.426
ENSG00000256338	RPL41P2	-1.851	0.425
ENSG00000087191	PSMC5	-16.025	0.425
ENSG00000125037	EMC3	-13.248	0.425
ENSG00000164253	WDR41	-9.402	0.425
ENSG00000105058	FAM32A	-12.012	0.425
ENSG00000115963	RND3	-6.885	0.424
ENSG00000143878	RHOB	-8.085	0.423
ENSG00000079332	SAR1A	-12.440	0.423
ENSG00000122873	CISD1	-6.843	0.422
ENSG00000105402	NAPA	-11.846	0.422
ENSG00000069869	NEDD4	-9.264	0.422
ENSG00000034693	PEX3	-4.063	0.421
ENSG00000169714	CNBP	-14.538	0.421
ENSG00000102763	VWA8	-10.043	0.421
ENSG00000125871	MGME1	-9.947	0.421
ENSG00000148187	MRRF	-14.365	0.421
ENSG00000155827	RNF20	-10.367	0.421
ENSG00000168310	IRF2	-6.351	0.421
ENSG00000136243	NUPL2	-7.046	0.420
ENSG00000096401	CDC5L	-13.745	0.420
ENSG00000141385	AFG3L2	-13.637	0.420
ENSG00000171262	FAM98B	-5.800	0.419
ENSG00000120509	PDZD11	-7.616	0.419
ENSG00000175203	DCTN2	-15.877	0.419
ENSG00000132823	OSER1	-10.014	0.418
ENSG00000117054	ACADM	-11.111	0.418
ENSG00000167635	ZNF146	-14.650	0.417
ENSG00000174791	RIN1	-10.415	0.417
ENSG00000157181	C1orf27	-5.811	0.417
ENSG00000198087	CD2AP	-10.747	0.416
ENSG00000107789	MINPP1	-4.524	0.416
ENSG00000139579	NABP2	-7.518	0.415
ENSG00000008324	SS18L2	-4.228	0.415
ENSG00000124201	ZNFX1	-8.858	0.415
ENSG00000184277	TM2D3	-4.654	0.415
ENSG00000086061	DNAJA1	-14.198	0.414
ENSG00000146007	ZMAT2	-11.737	0.414
ENSG00000027001	MIPEP	-10.089	0.414
ENSG00000103145	HCFC1R1	-7.091	0.414
ENSG00000164294	GPX8	-8.185	0.413
ENSG00000236801	RPL24P8	-2.691	0.413
ENSG00000106591	MRPL32	-11.815	0.412
ENSG00000136522	MRPL47	-6.290	0.411
ENSG00000171155	C1GALT1C1	-4.732	0.410
ENSG00000198874	TYW1	-6.678	0.410
ENSG00000182774	RPS17	-9.732	0.410
ENSG00000166037	CEP57	-10.352	0.410
ENSG00000172831	CES2	-12.473	0.409
ENSG00000198755	RPL10A	-12.172	0.408
ENSG00000145592	RPL37	-7.086	0.408
ENSG00000137040	RANBP6	-8.162	0.408
ENSG00000198728	LDB1	-10.478	0.408
ENSG00000146833	TRIM4	-10.988	0.407
ENSG00000143106	PSMA5	-11.417	0.407
ENSG00000160124	CCDC58	-3.514	0.407
ENSG00000119616	FCF1	-8.811	0.407
ENSG00000143742	SRP9	-13.556	0.406
ENSG00000119979	FAM45A	-5.133	0.406
ENSG00000239789	MRPS17	-1.971	0.406
ENSG00000090263	MRPS33	-10.934	0.406
ENSG00000196504	PRPF40A	-14.640	0.405
ENSG00000112339	HBS1L	-7.899	0.405
ENSG00000037241	RPL26L1	-6.194	0.404
ENSG00000172466	ZNF24	-10.548	0.404
ENSG00000166681	BEX3	-10.080	0.402
ENSG00000033800	PIAS1	-10.469	0.402
ENSG00000101365	IDH3B	-11.816	0.402
ENSG00000142188	TMEM50B	-2.582	0.402
ENSG00000114956	DGUOK	-9.055	0.401
ENSG00000161057	PSMC2	-11.173	0.401
ENSG00000126261	UBA2	-14.221	0.401
ENSG00000171858	RPS21	-9.578	0.400
ENSG00000186470	BTN3A2	-5.219	0.400
ENSG00000140545	MFGE8	-8.539	0.400
ENSG00000110955	ATP5B	-15.310	0.399
ENSG00000119844	AFTPH	-5.575	0.399
ENSG00000163636	PSMD6	-10.632	0.399
ENSG00000138463	DIRC2	-3.511	0.399
ENSG00000136710	CCDC115	-8.197	0.399
ENSG00000116954	RRAGC	-3.859	0.399
ENSG00000006715	VPS41	-11.699	0.398
ENSG00000196531	NACA	-13.919	0.398
ENSG00000132912	DCTN4	-9.071	0.398
ENSG00000031698	SARS	-13.299	0.398
ENSG00000270170	NCBP2-AS2	-3.194	0.398
ENSG00000100564	PIGH	-5.073	0.397
ENSG00000144118	RALB	-11.117	0.397
ENSG00000085433	WDR47	-5.901	0.397
ENSG00000204592	HLA-E	-14.910	0.397
ENSG00000237765	FAM200B	-3.914	0.397
ENSG00000164609	SLU7	-10.459	0.396
ENSG00000100575	TIMM9	-8.312	0.396
ENSG00000120008	WDR11	-11.740	0.396
ENSG00000167969	ECI1	-7.712	0.396
ENSG00000108582	CPD	-5.292	0.396
ENSG00000023572	GLRX2	-3.267	0.396
ENSG00000143771	CNIH4	-11.434	0.395
ENSG00000164615	CAMLG	-12.976	0.395
ENSG00000082898	XPO1	-8.392	0.395
ENSG00000163875	MEAF6	-8.326	0.394
ENSG00000242299	RP11-234A1.1	-10.197	0.394
ENSG00000182544	MFSD5	-8.421	0.394
ENSG00000151893	CACUL1	-5.463	0.393
ENSG00000224411	HSP90AA2P	-1.981	0.393
ENSG00000073060	SCARB1	-12.222	0.392
ENSG00000123975	CKS2	-8.022	0.392
ENSG00000084073	ZMPSTE24	-6.601	0.392
ENSG00000123131	PRDX4	-10.792	0.392
ENSG00000155906	RMND1	-6.650	0.391
ENSG00000120306	CYSTM1	-4.928	0.391
ENSG00000102390	PBDC1	-6.684	0.390
ENSG00000054267	ARID4B	-9.223	0.390
ENSG00000114388	NPRL2	-5.119	0.389
ENSG00000138271	GPR87	-10.592	0.388
ENSG00000162928	PEX13	-5.225	0.388
ENSG00000259494	MRPL46	-3.683	0.388
ENSG00000136783	NIPSNAP3A	-7.680	0.388
ENSG00000106460	TMEM106B	-5.606	0.388
ENSG00000182551	ADI1	-12.058	0.387
ENSG00000135127	BICDL1	-6.688	0.387
ENSG00000100519	PSMC6	-10.491	0.387
ENSG00000145833	DDX46	-13.031	0.387
ENSG00000169612	FAM103A1	-5.156	0.387
ENSG00000067900	ROCK1	-8.167	0.386
ENSG00000283041	RP11-371A22.1	-12.450	0.386
ENSG00000236698	EIF1AXP1	-5.075	0.386
ENSG00000156110	ADK	-7.843	0.386
ENSG00000198899	MT-ATP6	-8.160	0.386
ENSG00000151470	C4orf33	-3.864	0.386
ENSG00000112697	TMEM30A	-7.791	0.386
ENSG00000221869	CEBPD	-4.527	0.385
ENSG00000147416	ATP6V1B2	-10.142	0.385
ENSG00000103018	CYB5B	-9.636	0.385
ENSG00000132383	RPA1	-10.753	0.384
ENSG00000132967	HMGB1P5	-2.345	0.384
ENSG00000124795	DEK	-11.513	0.384
ENSG00000226525	RPS7P10	-6.421	0.384
ENSG00000112984	KIF20A	-8.860	0.383
ENSG00000137804	NUSAP1	-3.564	0.383
ENSG00000156411	C14orf2	-9.801	0.383
ENSG00000150712	MTMR12	-5.345	0.383
ENSG00000116918	TSNAX	-6.711	0.383
ENSG00000110429	FBXO3	-10.971	0.383
ENSG00000149115	TNKS1BP1	-7.179	0.382
ENSG00000167863	ATP5H	-7.528	0.382
ENSG00000013374	NUB1	-10.064	0.382
ENSG00000134255	CEPT1	-6.870	0.382
ENSG00000115084	SLC35F5	-5.032	0.382
ENSG00000115539	PDCL3	-5.276	0.382
ENSG00000112874	NUDT12	-3.600	0.381
ENSG00000111615	KRR1	-7.637	0.381
ENSG00000213430	HSPD1P1	-3.888	0.381
ENSG00000116754	SRSF11	-9.453	0.380
ENSG00000065548	ZC3H15	-10.059	0.380
ENSG00000150093	ITGB1	-12.115	0.380
ENSG00000151304	SRFBP1	-4.516	0.380
ENSG00000205220	PSMB10	-2.307	0.379
ENSG00000154640	BTG3	-7.084	0.379
ENSG00000100744	GSKIP	-4.497	0.378
ENSG00000185591	SP1	-10.095	0.378
ENSG00000105671	DDX49	-9.840	0.378
ENSG00000257315	ZBED6	-3.493	0.377
ENSG00000084092	NOA1	-9.422	0.377
ENSG00000039068	CDH1	-4.176	0.376
ENSG00000114098	ARMC8	-6.552	0.376
ENSG00000150776	C11orf57	-9.775	0.376
ENSG00000198146	ZNF770	-5.631	0.376
ENSG00000160058	BSDC1	-9.043	0.376
ENSG00000256060	TRAPPC2B	-4.071	0.375
ENSG00000170540	ARL6IP1	-10.781	0.375
ENSG00000002919	SNX11	-4.004	0.375
ENSG00000205138	SDHAF1	-3.220	0.375
ENSG00000112308	C6orf62	-9.062	0.375
ENSG00000127184	COX7C	-8.680	0.375
ENSG00000173915	USMG5	-6.736	0.375
ENSG00000105612	DNASE2	-8.867	0.375
ENSG00000108666	C17orf75	-3.511	0.375
ENSG00000138381	ASNSD1	-5.904	0.374
ENSG00000068878	PSME4	-7.258	0.373
ENSG00000138688	KIAA1109	-5.332	0.373
ENSG00000154380	ENAH	-9.064	0.372
ENSG00000187522	HSPA14	-4.526	0.372
ENSG00000171462	DLK2	-6.558	0.372
ENSG00000108826	MRPL27	-6.860	0.372
ENSG00000163684	RPP14	-3.973	0.372
ENSG00000250182	EEF1A1P13	-2.154	0.372
ENSG00000143183	TMCO1	-11.760	0.371
ENSG00000105939	ZC3HAV1	-8.486	0.371
ENSG00000164576	SAP30L	-5.141	0.371
ENSG00000144034	TPRKB	-4.460	0.370
ENSG00000144741	SLC25A26	-6.983	0.370
ENSG00000152990	ADGRA3	-8.720	0.370
ENSG00000072506	HSD17B10	-7.559	0.369
ENSG00000100764	PSMC1	-12.205	0.368
ENSG00000178381	ZFAND2A	-4.303	0.368
ENSG00000110696	C11orf58	-12.059	0.368
ENSG00000164924	YWHAZ	-12.453	0.367
ENSG00000167315	ACAA2	-11.530	0.367
ENSG00000162496	DHRS3	-7.949	0.367
ENSG00000103502	CDIPT	-11.371	0.367
ENSG00000122565	CBX3	-10.481	0.367
ENSG00000151445	VIPAS39	-5.140	0.366
ENSG00000230202	RP11-632C17__A.1	-2.199	0.366
ENSG00000156928	MALSU1	-7.602	0.366
ENSG00000187837	HIST1H1C	-3.226	0.366
ENSG00000188554	NBR1	-9.380	0.365
ENSG00000135924	DNAJB2	-9.378	0.365
ENSG00000182628	SKA2	-5.502	0.365
ENSG00000253352	TUG1	-6.979	0.365
ENSG00000197261	C6orf141	-2.543	0.365
ENSG00000011295	TTC19	-6.479	0.364
ENSG00000001084	GCLC	-8.450	0.364
ENSG00000163682	RPL9	-9.551	0.364
ENSG00000171863	RPS7	-9.272	0.363
ENSG00000105583	WDR83OS	-8.690	0.362
ENSG00000273611	ZNHIT3	-8.091	0.362
ENSG00000111269	CREBL2	-5.082	0.362
ENSG00000168936	TMEM129	-5.223	0.362
ENSG00000145337	PYURF	-8.444	0.362
ENSG00000139180	NDUFA9	-6.230	0.361
ENSG00000125630	POLR1B	-10.031	0.361
ENSG00000172974	AC007318.5	-8.379	0.361
ENSG00000181929	PRKAG1	-10.410	0.361
ENSG00000165609	NUDT5	-8.035	0.361
ENSG00000143553	SNAPIN	-5.934	0.360
ENSG00000136942	RPL35	-7.870	0.360
ENSG00000006625	GGCT	-7.331	0.360
ENSG00000196776	CD47	-7.460	0.360
ENSG00000005194	CIAPIN1	-7.402	0.360
ENSG00000136051	KIAA1033	-5.497	0.360
ENSG00000181885	CLDN7	-5.442	0.359
ENSG00000114391	RPL24	-8.494	0.359
ENSG00000120948	TARDBP	-9.604	0.359
ENSG00000100632	ERH	-9.161	0.358
ENSG00000166024	R3HCC1L	-3.976	0.358
ENSG00000181555	SETD2	-6.521	0.357
ENSG00000125648	SLC25A23	-5.197	0.357
ENSG00000170619	COMMD5	-7.186	0.357
ENSG00000159720	ATP6V0D1	-9.980	0.357
ENSG00000156831	NSMCE2	-6.887	0.356
ENSG00000237973	MTCO1P12	-3.571	0.356
ENSG00000130766	SESN2	-4.879	0.355
ENSG00000110871	COQ5	-5.552	0.355
ENSG00000109475	RPL34	-10.245	0.355
ENSG00000107672	NSMCE4A	-3.410	0.355
ENSG00000203667	COX20	-6.183	0.355
ENSG00000232388	LINC00493	-9.711	0.355
ENSG00000214784	AC010468.1	-3.537	0.355
ENSG00000188529	SRSF10	-9.783	0.355
ENSG00000169299	PGM2	-10.325	0.354
ENSG00000089685	BIRC5	-3.845	0.354
ENSG00000156709	AIFM1	-6.515	0.354
ENSG00000108061	SHOC2	-5.430	0.354
ENSG00000204253	HNRNPCP2	-3.153	0.354
ENSG00000253716	MINCR	-2.212	0.353
ENSG00000256940	RP11-783K16.5	-2.564	0.353
ENSG00000132780	NASP	-7.886	0.352
ENSG00000156482	RPL30	-10.429	0.352
ENSG00000237550	RPL9P9	-8.949	0.352
ENSG00000067248	DHX29	-6.171	0.352
ENSG00000269378	ITGB1P1	-3.857	0.351
ENSG00000123472	ATPAF1	-6.253	0.351
ENSG00000101084	C20orf24	-4.354	0.351
ENSG00000141279	NPEPPS	-6.712	0.351
ENSG00000127922	SHFM1	-6.784	0.351
ENSG00000176731	C8orf59	-5.745	0.351
ENSG00000130545	CRB3	-2.280	0.351
ENSG00000188486	H2AFX	-3.699	0.350
ENSG00000144021	CIAO1	-9.416	0.350
ENSG00000102158	MAGT1	-7.198	0.350
ENSG00000173141	MRPL57	-4.392	0.350
ENSG00000124383	MPHOSPH10	-6.991	0.349
ENSG00000102580	DNAJC3	-7.447	0.349
ENSG00000182400	TRAPPC6B	-3.215	0.349
ENSG00000180329	CCDC43	-5.807	0.348
ENSG00000105607	GCDH	-2.505	0.348
ENSG00000143641	GALNT2	-6.731	0.347
ENSG00000198961	PJA2	-9.131	0.347
ENSG00000103035	PSMD7	-10.244	0.347
ENSG00000171960	PPIH	-3.700	0.347
ENSG00000000419	DPM1	-6.804	0.347
ENSG00000143889	HNRNPLL	-4.057	0.346
ENSG00000137074	APTX	-5.634	0.345
ENSG00000164978	NUDT2	-4.254	0.345
ENSG00000139168	ZCRB1	-7.558	0.344
ENSG00000164967	RPP25L	-5.376	0.344
ENSG00000013275	PSMC4	-10.188	0.344
ENSG00000122406	RPL5	-10.504	0.343
ENSG00000005893	LAMP2	-8.533	0.343
ENSG00000102309	PIN4	-4.002	0.343
ENSG00000143621	ILF2	-9.840	0.343
ENSG00000140939	NOL3	-6.024	0.343
ENSG00000124787	RPP40	-1.866	0.342
ENSG00000117410	ATP6V0B	-7.637	0.342
ENSG00000132879	FBXO44	-4.931	0.342
ENSG00000174564	IL20RB	-9.690	0.342
ENSG00000133112	TPT1	-8.610	0.340
ENSG00000100216	TOMM22	-10.218	0.340
ENSG00000119471	HSDL2	-5.344	0.340
ENSG00000100294	MCAT	-3.240	0.340
ENSG00000115128	SF3B6	-7.820	0.339
ENSG00000234009	RPL5P34	-2.435	0.339
ENSG00000164332	UBLCP1	-4.662	0.339
ENSG00000100714	MTHFD1	-7.700	0.339
ENSG00000117362	APH1A	-10.565	0.338
ENSG00000117592	PRDX6	-10.341	0.338
ENSG00000100348	TXN2	-9.318	0.338
ENSG00000177981	ASB8	-3.386	0.338
ENSG00000185414	MRPL30	-6.511	0.338
ENSG00000225630	MTND2P28	-4.449	0.338
ENSG00000150779	TIMM8B	-6.378	0.338
ENSG00000172922	RNASEH2C	-4.565	0.338
ENSG00000204899	MZT1	-4.180	0.338
ENSG00000165264	NDUFB6	-3.576	0.338
ENSG00000136478	TEX2	-9.606	0.338
ENSG00000184575	XPOT	-6.278	0.338
ENSG00000146729	GBAS	-8.497	0.337
ENSG00000081870	HSPB11	-4.067	0.337
ENSG00000164347	GFM2	-3.755	0.337
ENSG00000125356	NDUFA1	-6.419	0.337
ENSG00000125691	RPL23	-8.867	0.336
ENSG00000125868	DSTN	-8.327	0.336
ENSG00000131143	COX4I1	-8.480	0.335
ENSG00000142541	RPL13A	-6.867	0.335
ENSG00000144455	SUMF1	-4.771	0.335
ENSG00000107290	SETX	-5.698	0.335
ENSG00000217241	CBX3P9	-2.114	0.335
ENSG00000117906	RCN2	-5.772	0.334
ENSG00000198677	TTC37	-8.916	0.334
ENSG00000046647	GEMIN8	-4.242	0.334
ENSG00000251022	THAP9-AS1	-4.101	0.334
ENSG00000114988	LMAN2L	-3.276	0.334
ENSG00000168273	SMIM4	-2.291	0.334
ENSG00000084764	MAPRE3	-2.458	0.334
ENSG00000186594	MIR22HG	-4.804	0.334
ENSG00000164284	GRPEL2	-4.046	0.334
ENSG00000110768	GTF2H1	-7.403	0.333
ENSG00000128422	KRT17	-11.559	0.333
