Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000168884	TNIP2	-20.059	0.645
ENSG00000241343	RPL36A	-52.136	0.645
ENSG00000144381	HSPD1	-62.155	0.644
ENSG00000055044	NOP58	-40.671	0.644
ENSG00000140299	BNIP2	-27.497	0.643
ENSG00000153207	AHCTF1	-40.670	0.643
ENSG00000142002	DPP9	-30.736	0.643
ENSG00000052841	TTC17	-23.712	0.643
ENSG00000157827	FMNL2	-31.293	0.642
ENSG00000150456	EEF1AKMT1	-4.504	0.641
ENSG00000132017	DCAF15	-8.778	0.641
ENSG00000166508	MCM7	-27.335	0.640
ENSG00000180817	PPA1	-59.583	0.640
ENSG00000205420	KRT6A	-17.054	0.639
ENSG00000072501	SMC1A	-23.398	0.639
ENSG00000115484	CCT4	-43.015	0.639
ENSG00000214517	PPME1	-24.478	0.638
ENSG00000109920	FNBP4	-21.683	0.638
ENSG00000132424	PNISR	-27.515	0.637
ENSG00000123200	ZC3H13	-36.727	0.637
ENSG00000212802	RPL15P3	-36.493	0.634
ENSG00000089195	TRMT6	-21.843	0.634
ENSG00000272602	ZNF595	-6.354	0.634
ENSG00000082898	XPO1	-27.139	0.633
ENSG00000158195	WASF2	-38.671	0.633
ENSG00000123416	TUBA1B	-64.212	0.632
ENSG00000091039	OSBPL8	-18.295	0.630
ENSG00000176444	CLK2	-12.405	0.630
ENSG00000062650	WAPL	-23.072	0.630
ENSG00000131375	CAPN7	-12.297	0.628
ENSG00000230207	RPL4P5	-14.167	0.627
ENSG00000136149	RPL13AP25	-5.116	0.627
ENSG00000153107	ANAPC1	-11.006	0.627
ENSG00000111231	GPN3	-11.193	0.627
ENSG00000069869	NEDD4	-27.302	0.626
ENSG00000137876	RSL24D1	-26.875	0.625
ENSG00000169371	SNUPN	-14.646	0.625
ENSG00000278845	MRPL45	-28.476	0.624
ENSG00000047936	ROS1	-36.944	0.623
ENSG00000050426	LETMD1	-28.180	0.623
ENSG00000095787	WAC	-33.670	0.623
ENSG00000169062	UPF3A	-25.704	0.623
ENSG00000071626	DAZAP1	-20.303	0.622
ENSG00000114942	EEF1B2	-62.196	0.621
ENSG00000166197	NOLC1	-44.865	0.621
ENSG00000164754	RAD21	-46.241	0.620
ENSG00000120800	UTP20	-19.455	0.620
ENSG00000164332	UBLCP1	-20.812	0.620
ENSG00000271601	LIX1L	-15.361	0.620
ENSG00000156261	CCT8	-59.639	0.619
ENSG00000173457	PPP1R14B	-43.195	0.619
ENSG00000084092	NOA1	-31.620	0.619
ENSG00000126653	NSRP1	-20.468	0.619
ENSG00000198522	GPN1	-30.727	0.618
ENSG00000184564	SLITRK6	-7.287	0.618
ENSG00000138078	PREPL	-19.279	0.616
ENSG00000142230	SAE1	-33.453	0.616
ENSG00000188375	H3F3C	-5.341	0.616
ENSG00000148459	PDSS1	-5.985	0.615
ENSG00000185728	YTHDF3	-22.566	0.615
ENSG00000143499	SMYD2	-33.568	0.615
ENSG00000060339	CCAR1	-24.130	0.614
ENSG00000211459	MT-RNR1	-32.099	0.614
ENSG00000187109	NAP1L1	-56.778	0.613
ENSG00000184428	TOP1MT	-12.949	0.612
ENSG00000149474	KAT14	-7.674	0.612
ENSG00000171862	PTEN	-23.960	0.612
ENSG00000152795	HNRNPDL	-33.057	0.612
ENSG00000102699	PARP4	-34.599	0.612
ENSG00000164171	ITGA2	-24.723	0.611
ENSG00000090621	PABPC4	-40.207	0.611
ENSG00000108010	GLRX3	-45.356	0.610
ENSG00000145592	RPL37	-40.918	0.608
ENSG00000076604	TRAF4	-27.531	0.607
ENSG00000153006	SREK1IP1	-15.519	0.607
ENSG00000102743	SLC25A15	-7.320	0.607
ENSG00000229638	RPL4P4	-29.412	0.607
ENSG00000171680	PLEKHG5	-14.103	0.606
ENSG00000244716	RP11-20O24.4	-11.548	0.606
ENSG00000107020	PLGRKT	-15.788	0.606
ENSG00000204628	RACK1	-50.647	0.606
ENSG00000170275	CRTAP	-39.731	0.606
ENSG00000130826	DKC1	-38.671	0.606
ENSG00000133657	ATP13A3	-29.168	0.606
ENSG00000188677	PARVB	-30.007	0.605
ENSG00000136536	MARCH7	-29.766	0.605
ENSG00000025770	NCAPH2	-10.637	0.605
ENSG00000182923	CEP63	-16.594	0.604
ENSG00000034510	TMSB10	-43.704	0.603
ENSG00000108559	NUP88	-17.353	0.603
ENSG00000163517	HDAC11	-9.232	0.603
ENSG00000166441	RPL27A	-40.587	0.603
ENSG00000026025	VIM	-15.897	0.602
ENSG00000104881	PPP1R13L	-21.088	0.602
ENSG00000166477	LEO1	-23.443	0.601
ENSG00000094916	CBX5	-25.512	0.601
ENSG00000142534	RPS11	-41.397	0.601
ENSG00000014123	UFL1	-20.236	0.598
ENSG00000238103	RPL9P7	-1.490	0.598
ENSG00000167969	ECI1	-25.242	0.598
ENSG00000052802	MSMO1	-28.418	0.598
ENSG00000143947	RPS27A	-35.667	0.598
ENSG00000163605	PPP4R2	-20.729	0.598
ENSG00000189266	PNRC2	-15.668	0.597
ENSG00000234664	HMGN2P5	-5.496	0.597
ENSG00000115053	NCL	-50.041	0.597
ENSG00000161970	RPL26	-57.486	0.596
ENSG00000184009	ACTG1	-30.159	0.596
ENSG00000197258	EIF4BP6	-18.318	0.596
ENSG00000110330	BIRC2	-15.817	0.595
ENSG00000092199	HNRNPC	-58.229	0.595
ENSG00000110958	PTGES3	-32.525	0.594
ENSG00000234287	RP11-761N21.2	-1.515	0.594
ENSG00000125652	ALKBH7	-11.837	0.593
ENSG00000099956	SMARCB1	-34.179	0.592
ENSG00000109133	TMEM33	-19.251	0.592
ENSG00000130921	C12orf65	-8.041	0.591
ENSG00000065150	IPO5	-45.667	0.591
ENSG00000165475	CRYL1	-17.977	0.590
ENSG00000157227	MMP14	-24.745	0.590
ENSG00000198563	DDX39B	-12.201	0.590
ENSG00000171863	RPS7	-47.150	0.589
ENSG00000095485	CWF19L1	-14.333	0.589
ENSG00000096746	HNRNPH3	-40.911	0.589
ENSG00000122557	HERPUD2	-10.863	0.589
ENSG00000110921	MVK	-23.535	0.588
ENSG00000088205	DDX18	-27.455	0.587
ENSG00000232956	SNHG15	-11.957	0.587
ENSG00000132300	PTCD3	-27.832	0.587
ENSG00000138442	WDR12	-27.277	0.586
ENSG00000137710	RDX	-28.822	0.586
ENSG00000183605	SFXN4	-14.539	0.586
ENSG00000170802	FOXN2	-10.247	0.586
ENSG00000237973	MTCO1P12	-7.922	0.586
ENSG00000105971	CAV2	-33.594	0.585
ENSG00000151304	SRFBP1	-6.482	0.584
ENSG00000182774	RPS17	-51.369	0.584
ENSG00000137776	SLTM	-22.958	0.583
ENSG00000099385	BCL7C	-26.815	0.583
ENSG00000170889	RPS9	-42.520	0.582
ENSG00000242259	C22orf39	-7.853	0.582
ENSG00000174720	LARP7	-14.533	0.582
ENSG00000141380	SS18	-24.302	0.581
ENSG00000119408	NEK6	-15.506	0.581
ENSG00000085998	POMGNT1	-38.412	0.581
ENSG00000236439	RP11-175B9.3	-2.047	0.580
ENSG00000126261	UBA2	-38.154	0.580
ENSG00000136143	SUCLA2	-22.070	0.579
ENSG00000172081	MOB3A	-14.622	0.579
ENSG00000115365	LANCL1	-22.173	0.579
ENSG00000073417	PDE8A	-10.807	0.578
ENSG00000125746	EML2	-22.440	0.577
ENSG00000132405	TBC1D14	-29.970	0.577
ENSG00000139168	ZCRB1	-30.160	0.576
ENSG00000240376	RP11-36C20.1	-15.301	0.576
ENSG00000143624	INTS3	-29.901	0.576
ENSG00000174442	ZWILCH	-11.423	0.576
ENSG00000114850	SSR3	-43.108	0.575
ENSG00000086189	DIMT1	-15.184	0.574
ENSG00000227081	RP11-543P15.1	-2.037	0.574
ENSG00000243199	RP11-408P14.1	-18.484	0.574
ENSG00000121060	TRIM25	-29.767	0.574
ENSG00000138363	ATIC	-34.061	0.573
ENSG00000076053	RBM7	-6.712	0.573
ENSG00000186625	KATNA1	-11.320	0.573
ENSG00000137038	TMEM261	-32.188	0.572
ENSG00000149136	SSRP1	-33.206	0.572
ENSG00000104859	CLASRP	-12.091	0.571
ENSG00000054267	ARID4B	-9.742	0.571
ENSG00000166889	PATL1	-16.633	0.571
ENSG00000266967	AARSD1	-2.570	0.571
ENSG00000109971	HSPA8	-46.889	0.570
ENSG00000239559	RPL37P2	-3.137	0.570
ENSG00000113460	BRIX1	-12.457	0.570
ENSG00000146834	MEPCE	-13.722	0.569
ENSG00000168495	POLR3D	-19.619	0.569
ENSG00000021355	SERPINB1	-11.743	0.568
ENSG00000132780	NASP	-20.210	0.567
ENSG00000112996	MRPS30	-13.196	0.567
ENSG00000189091	SF3B3	-36.062	0.567
ENSG00000102710	SUPT20H	-20.087	0.567
ENSG00000146731	CCT6A	-48.423	0.566
ENSG00000234742	AC144530.1	-1.993	0.566
ENSG00000092208	GEMIN2	-6.563	0.566
ENSG00000062485	CS	-24.471	0.565
ENSG00000221930	FAM45BP	-2.944	0.565
ENSG00000166979	EVA1C	-11.044	0.564
ENSG00000116791	CRYZ	-12.528	0.564
ENSG00000235508	RPS2P7	-1.777	0.564
ENSG00000055917	PUM2	-28.282	0.564
ENSG00000218208	RPS27AP11	-1.880	0.563
ENSG00000129680	MAP7D3	-14.711	0.563
ENSG00000176894	PXMP2	-3.707	0.563
ENSG00000100316	RPL3	-43.287	0.563
ENSG00000095059	DHPS	-22.090	0.563
ENSG00000232573	RPL3P4	-19.727	0.563
ENSG00000188486	H2AFX	-8.989	0.562
ENSG00000163785	RYK	-28.184	0.562
ENSG00000132470	ITGB4	-20.973	0.562
ENSG00000110660	SLC35F2	-33.802	0.561
ENSG00000101752	MIB1	-27.318	0.560
ENSG00000130726	TRIM28	-40.702	0.560
ENSG00000109475	RPL34	-43.990	0.560
ENSG00000198918	RPL39	-45.680	0.559
ENSG00000139405	RITA1	-11.455	0.559
ENSG00000101126	ADNP	-16.496	0.559
ENSG00000140598	EFL1	-30.600	0.559
ENSG00000100813	ACIN1	-30.363	0.559
ENSG00000178605	GTPBP6	-18.890	0.558
ENSG00000165637	VDAC2	-33.057	0.558
ENSG00000169964	TMEM42	-7.101	0.558
ENSG00000174748	RPL15	-42.705	0.558
ENSG00000112096	SOD2	-12.043	0.558
ENSG00000198231	DDX42	-37.801	0.558
ENSG00000240344	PPIL3	-8.373	0.558
ENSG00000118181	RPS25	-51.222	0.557
ENSG00000105373	GLTSCR2	-21.196	0.557
ENSG00000121931	LRIF1	-13.110	0.557
ENSG00000112855	HARS2	-31.748	0.556
ENSG00000167601	AXL	-12.833	0.556
ENSG00000158863	FAM160B2	-11.492	0.555
ENSG00000172974	AC007318.5	-24.672	0.555
ENSG00000083845	RPS5	-42.867	0.555
ENSG00000116754	SRSF11	-26.316	0.555
ENSG00000213326	RPS7P11	-8.631	0.554
ENSG00000234518	PTGES3P1	-1.644	0.553
ENSG00000075624	ACTB	-20.230	0.553
ENSG00000175741	RWDD4P2	-1.842	0.552
ENSG00000197265	GTF2E2	-26.660	0.552
ENSG00000103479	RBL2	-18.533	0.550
ENSG00000164244	PRRC1	-18.933	0.550
ENSG00000008838	MED24	-18.860	0.549
ENSG00000085491	SLC25A24	-18.570	0.549
ENSG00000068438	FTSJ1	-23.328	0.548
ENSG00000204387	C6orf48	-23.187	0.548
ENSG00000178425	NT5DC1	-19.980	0.548
ENSG00000069248	NUP133	-27.556	0.547
ENSG00000188846	RPL14	-42.193	0.546
ENSG00000115504	EHBP1	-28.108	0.545
ENSG00000075239	ACAT1	-30.905	0.545
ENSG00000160633	SAFB	-25.067	0.544
ENSG00000229807	XIST	-21.209	0.544
ENSG00000177954	RPS27	-55.088	0.543
ENSG00000070367	EXOC5	-24.542	0.543
ENSG00000001167	NFYA	-18.784	0.543
ENSG00000158552	ZFAND2B	-11.339	0.543
ENSG00000263266	RPS7P1	-33.458	0.543
ENSG00000025156	HSF2	-5.830	0.543
ENSG00000156482	RPL30	-44.227	0.543
ENSG00000156502	SUPV3L1	-17.039	0.543
ENSG00000067064	IDI1	-28.284	0.542
ENSG00000217241	CBX3P9	-3.381	0.542
ENSG00000164587	RPS14	-35.599	0.542
ENSG00000139645	ANKRD52	-21.623	0.542
ENSG00000144713	RPL32	-44.188	0.541
ENSG00000107404	DVL1	-26.956	0.541
ENSG00000066651	TRMT11	-9.291	0.541
ENSG00000164346	NSA2	-33.837	0.540
ENSG00000138750	NUP54	-12.744	0.539
ENSG00000130175	PRKCSH	-23.339	0.538
ENSG00000117143	UAP1	-35.610	0.537
ENSG00000130713	EXOSC2	-9.786	0.537
ENSG00000120526	NUDCD1	-12.173	0.537
ENSG00000110768	GTF2H1	-17.101	0.537
ENSG00000105640	RPL18A	-33.494	0.536
ENSG00000167005	NUDT21	-24.589	0.536
ENSG00000063046	EIF4B	-29.260	0.536
ENSG00000166266	CUL5	-8.805	0.535
ENSG00000196531	NACA	-45.682	0.535
ENSG00000096401	CDC5L	-17.478	0.535
ENSG00000156026	MCU	-25.907	0.535
ENSG00000123213	NLN	-19.667	0.534
ENSG00000224631	RPS27AP16	-29.376	0.534
ENSG00000047410	TPR	-23.388	0.534
ENSG00000116729	WLS	-8.710	0.533
ENSG00000147654	EBAG9	-6.422	0.533
ENSG00000067057	PFKP	-22.370	0.533
ENSG00000146909	NOM1	-11.386	0.533
ENSG00000072041	SLC6A15	-15.722	0.533
ENSG00000130935	NOL11	-19.746	0.532
ENSG00000170222	ADPRM	-6.084	0.532
ENSG00000108848	LUC7L3	-12.050	0.532
ENSG00000173812	EIF1	-27.353	0.531
ENSG00000101189	MRGBP	-15.951	0.531
ENSG00000163660	CCNL1	-16.785	0.531
ENSG00000130313	PGLS	-22.713	0.531
ENSG00000033050	ABCF2	-18.655	0.531
ENSG00000162385	MAGOH	-9.773	0.529
ENSG00000167747	C19orf48	-21.076	0.528
ENSG00000272333	KMT2B	-12.636	0.528
ENSG00000251022	THAP9-AS1	-9.607	0.528
ENSG00000125482	TTF1	-7.019	0.528
ENSG00000156875	MFSD14A	-16.878	0.528
ENSG00000214784	AC010468.1	-6.791	0.528
ENSG00000100242	SUN2	-17.113	0.528
ENSG00000213442	RPL18AP3	-16.245	0.527
ENSG00000185641	CTD-2287O16.1	-9.558	0.527
ENSG00000109790	KLHL5	-16.532	0.527
ENSG00000148303	RPL7A	-39.936	0.525
ENSG00000177868	SVBP	-7.522	0.525
ENSG00000160886	LY6K	-20.797	0.525
ENSG00000111530	CAND1	-27.601	0.524
ENSG00000141569	TRIM65	-10.996	0.524
ENSG00000167900	TK1	-6.747	0.524
ENSG00000277443	MARCKS	-10.944	0.524
ENSG00000123064	DDX54	-28.115	0.524
ENSG00000135317	SNX14	-15.874	0.523
ENSG00000074696	HACD3	-29.524	0.523
ENSG00000149948	HMGA2	-13.791	0.523
ENSG00000196754	S100A2	-31.697	0.523
ENSG00000042445	RETSAT	-21.554	0.522
ENSG00000018510	AGPS	-18.828	0.522
ENSG00000167526	RPL13	-19.596	0.522
ENSG00000138600	SPPL2A	-13.348	0.521
ENSG00000064419	TNPO3	-27.559	0.521
ENSG00000165487	MICU2	-7.051	0.521
ENSG00000172466	ZNF24	-12.157	0.521
ENSG00000244398	RP11-466H18.1	-21.431	0.520
ENSG00000151665	PIGF	-11.296	0.520
ENSG00000008988	RPS20	-42.900	0.520
ENSG00000270231	NBPF8	-5.740	0.520
ENSG00000183527	PSMG1	-10.455	0.520
ENSG00000071537	SEL1L	-16.153	0.520
ENSG00000136938	ANP32B	-29.934	0.519
ENSG00000136261	BZW2	-33.164	0.519
ENSG00000213866	YBX1P10	-10.137	0.519
ENSG00000234851	RPL23AP42	-20.726	0.519
ENSG00000224032	EPB41L4A-AS1	-11.924	0.518
ENSG00000140350	ANP32A	-26.040	0.517
ENSG00000015479	MATR3	-2.738	0.515
ENSG00000100345	MYH9	-38.344	0.514
ENSG00000117500	TMED5	-16.368	0.514
ENSG00000183624	HMCES	-19.702	0.514
ENSG00000130159	ECSIT	-14.478	0.514
ENSG00000166938	DIS3L	-16.641	0.513
ENSG00000169045	HNRNPH1	-32.131	0.513
ENSG00000052723	SIKE1	-9.166	0.512
ENSG00000119929	CUTC	-6.103	0.512
ENSG00000100949	RABGGTA	-18.429	0.512
ENSG00000213740	SERBP1P1	-4.457	0.511
ENSG00000198677	TTC37	-28.835	0.511
ENSG00000080819	CPOX	-9.025	0.511
ENSG00000128789	PSMG2	-20.892	0.511
ENSG00000178105	DDX10	-13.946	0.511
ENSG00000116062	MSH6	-21.267	0.511
ENSG00000147677	EIF3H	-36.001	0.511
ENSG00000100558	PLEK2	-20.104	0.510
ENSG00000110066	KMT5B	-7.250	0.510
ENSG00000141385	AFG3L2	-27.920	0.510
ENSG00000171163	ZNF692	-9.619	0.509
ENSG00000116120	FARSB	-22.613	0.508
ENSG00000186184	POLR1D	-29.767	0.508
ENSG00000111011	RSRC2	-15.170	0.508
ENSG00000142273	CBLC	-14.317	0.508
ENSG00000142937	RPS8	-41.244	0.507
ENSG00000197894	ADH5	-33.773	0.507
ENSG00000072135	PTPN18	-7.223	0.506
ENSG00000139239	RPL14P1	-14.363	0.506
ENSG00000274265	CH17-189H20.1	-3.992	0.506
ENSG00000076108	BAZ2A	-23.643	0.506
ENSG00000155229	MMS19	-30.964	0.506
ENSG00000189334	S100A14	-27.784	0.505
ENSG00000135390	ATP5G2	-27.491	0.505
ENSG00000168259	DNAJC7	-27.429	0.505
ENSG00000104897	SF3A2	-6.992	0.505
ENSG00000134744	ZCCHC11	-14.391	0.505
ENSG00000275023	MLLT6	-19.067	0.503
ENSG00000165526	RPUSD4	-20.013	0.503
ENSG00000113269	RNF130	-20.411	0.503
ENSG00000115816	CEBPZ	-20.360	0.502
ENSG00000164466	SFXN1	-26.917	0.502
ENSG00000280789	PAGR1	-2.082	0.501
ENSG00000132661	NXT1	-6.107	0.501
ENSG00000141447	OSBPL1A	-15.843	0.501
ENSG00000162623	TYW3	-13.186	0.500
ENSG00000077097	TOP2B	-15.990	0.500
ENSG00000141198	TOM1L1	-27.058	0.500
ENSG00000071564	TCF3	-17.702	0.499
ENSG00000234797	RPS3AP6	-8.330	0.499
ENSG00000175387	SMAD2	-26.178	0.499
ENSG00000128944	KNSTRN	-21.672	0.498
ENSG00000137492	THAP12	-15.022	0.498
ENSG00000021762	OSBPL5	-16.384	0.498
ENSG00000114391	RPL24	-34.825	0.498
ENSG00000112983	BRD8	-17.502	0.498
ENSG00000153774	CFDP1	-12.768	0.498
ENSG00000104529	EEF1D	-31.383	0.497
ENSG00000204977	TRIM13	-8.015	0.497
ENSG00000128309	MPST	-10.140	0.496
ENSG00000131013	PPIL4	-6.945	0.496
ENSG00000134697	GNL2	-19.726	0.496
ENSG00000145833	DDX46	-12.671	0.496
ENSG00000156110	ADK	-25.109	0.496
ENSG00000035681	NSMAF	-15.427	0.496
ENSG00000179091	CYC1	-24.520	0.496
ENSG00000266412	NCOA4	-25.540	0.495
ENSG00000062194	GPBP1	-10.903	0.495
ENSG00000102103	PQBP1	-19.849	0.495
ENSG00000101337	TM9SF4	-20.137	0.495
ENSG00000166451	CENPN	-5.890	0.495
ENSG00000176142	TMEM39A	-10.459	0.494
ENSG00000224183	SDHDP6	-2.468	0.494
ENSG00000221869	CEBPD	-7.345	0.493
ENSG00000176731	C8orf59	-10.467	0.493
ENSG00000224411	HSP90AA2P	-4.277	0.493
ENSG00000231767	RP11-92K2.2	-21.134	0.493
ENSG00000138668	HNRNPD	-24.471	0.492
ENSG00000126814	TRMT5	-13.079	0.492
ENSG00000038274	MAT2B	-16.303	0.492
ENSG00000073584	SMARCE1	-12.182	0.492
ENSG00000116489	CAPZA1	-28.453	0.491
ENSG00000141994	DUS3L	-6.326	0.491
ENSG00000110075	PPP6R3	-13.227	0.490
ENSG00000180182	MED14	-14.737	0.490
ENSG00000145907	G3BP1	-23.368	0.490
ENSG00000236552	RPL13AP5	-12.379	0.489
ENSG00000100982	PCIF1	-5.873	0.489
ENSG00000170322	NFRKB	-8.763	0.489
ENSG00000186081	KRT5	-18.926	0.489
ENSG00000173085	COQ2	-7.583	0.488
ENSG00000179431	FJX1	-3.581	0.488
ENSG00000173210	ABLIM3	-31.137	0.488
ENSG00000087365	SF3B2	-28.396	0.488
ENSG00000088038	CNOT3	-11.832	0.488
ENSG00000198242	RPL23A	-30.288	0.487
ENSG00000176915	ANKLE2	-21.592	0.487
ENSG00000075790	BCAP29	-9.903	0.486
ENSG00000065978	YBX1	-30.999	0.485
ENSG00000163110	PDLIM5	-21.390	0.484
ENSG00000104976	SNAPC2	-6.119	0.484
ENSG00000142864	SERBP1	-34.925	0.484
ENSG00000164615	CAMLG	-18.724	0.484
ENSG00000215021	PHB2	-27.098	0.484
ENSG00000204370	SDHD	-11.003	0.483
ENSG00000181915	ADO	-8.434	0.482
ENSG00000076924	XAB2	-13.785	0.482
ENSG00000182899	RPL35A	-37.010	0.482
ENSG00000125686	MED1	-16.840	0.482
ENSG00000138386	NAB1	-11.028	0.481
ENSG00000120438	TCP1	-26.819	0.481
ENSG00000168522	FNTA	-20.525	0.480
ENSG00000135632	SMYD5	-17.822	0.480
ENSG00000176476	SGF29	-2.585	0.480
ENSG00000101361	NOP56	-17.740	0.480
ENSG00000125458	NT5C	-13.220	0.479
ENSG00000198951	NAGA	-7.874	0.479
ENSG00000092201	SUPT16H	-28.522	0.478
ENSG00000128016	ZFP36	-13.176	0.478
ENSG00000119900	OGFRL1	-10.214	0.478
ENSG00000122566	HNRNPA2B1	-28.531	0.477
ENSG00000177600	RPLP2	-25.862	0.477
ENSG00000038210	PI4K2B	-3.077	0.477
ENSG00000136243	NUPL2	-3.846	0.477
ENSG00000181929	PRKAG1	-25.214	0.476
ENSG00000204959	ARHGEF34P	-2.212	0.476
ENSG00000078304	PPP2R5C	-27.670	0.476
ENSG00000090520	DNAJB11	-19.194	0.476
ENSG00000083520	DIS3	-19.071	0.476
ENSG00000105771	SMG9	-16.618	0.476
ENSG00000153201	RANBP2	-21.482	0.476
ENSG00000126804	ZBTB1	-10.116	0.475
ENSG00000124942	AHNAK	-17.746	0.474
ENSG00000170144	HNRNPA3	-23.310	0.474
ENSG00000137720	C11orf1	-10.351	0.474
ENSG00000067900	ROCK1	-15.406	0.474
ENSG00000177410	ZFAS1	-28.940	0.474
ENSG00000151292	CSNK1G3	-15.781	0.473
ENSG00000100503	NIN	-16.792	0.473
ENSG00000163811	WDR43	-23.335	0.473
ENSG00000136381	IREB2	-18.053	0.473
ENSG00000160818	GPATCH4	-11.492	0.473
ENSG00000134255	CEPT1	-7.846	0.472
ENSG00000139636	LMBR1L	-8.886	0.472
ENSG00000241852	C8orf58	-2.402	0.472
ENSG00000091483	FH	-19.861	0.472
ENSG00000150768	DLAT	-18.203	0.472
ENSG00000198824	CHAMP1	-4.899	0.472
ENSG00000099901	RANBP1	-20.625	0.472
ENSG00000102977	ACD	-6.668	0.471
ENSG00000132680	KIAA0907	-16.614	0.471
ENSG00000115884	SDC1	-22.968	0.471
ENSG00000175265	GOLGA8A	-2.507	0.471
ENSG00000120137	PANK3	-22.026	0.470
ENSG00000197217	ENTPD4	-12.990	0.470
ENSG00000110108	TMEM109	-11.313	0.470
ENSG00000142541	RPL13A	-27.637	0.470
ENSG00000133858	ZFC3H1	-12.620	0.469
ENSG00000143436	MRPL9	-24.904	0.469
ENSG00000150991	UBC	-31.670	0.469
ENSG00000166783	KIAA0430	-9.263	0.469
ENSG00000166529	ZSCAN21	-4.072	0.468
ENSG00000136068	FLNB	-25.491	0.468
ENSG00000233016	SNHG7	-4.103	0.468
ENSG00000100281	HMGXB4	-9.611	0.468
ENSG00000170854	MINA	-16.280	0.468
ENSG00000103932	RPAP1	-16.166	0.468
ENSG00000229132	EIF4A1P10	-5.649	0.468
ENSG00000104267	CA2	-7.261	0.466
ENSG00000197756	RPL37A	-30.285	0.466
ENSG00000169919	GUSB	-6.350	0.465
ENSG00000074201	CLNS1A	-26.955	0.465
ENSG00000215030	RPL13P12	-5.740	0.464
ENSG00000099622	CIRBP	-12.986	0.464
ENSG00000112306	RPS12	-32.282	0.464
ENSG00000111641	NOP2	-19.830	0.463
ENSG00000064393	HIPK2	-10.963	0.462
ENSG00000169189	NSMCE1	-14.074	0.461
ENSG00000137203	TFAP2A	-16.280	0.461
ENSG00000111605	CPSF6	-16.157	0.461
ENSG00000067334	DNTTIP2	-15.315	0.461
ENSG00000198818	SFT2D1	-14.374	0.460
ENSG00000196199	MPHOSPH8	-8.570	0.459
ENSG00000153147	SMARCA5	-19.720	0.459
ENSG00000130340	SNX9	-22.394	0.458
ENSG00000226221	RPL26P19	-7.140	0.458
ENSG00000134086	VHL	-5.428	0.457
ENSG00000165502	RPL36AL	-27.072	0.456
ENSG00000149657	LSM14B	-8.028	0.456
ENSG00000225031	EIF4BP7	-3.913	0.456
ENSG00000161542	PRPSAP1	-15.233	0.455
ENSG00000143437	ARNT	-15.500	0.455
ENSG00000100823	APEX1	-17.420	0.455
ENSG00000213621	RPSAP54	-3.597	0.455
ENSG00000134058	CDK7	-13.607	0.454
ENSG00000125520	SLC2A4RG	-11.487	0.454
ENSG00000100906	NFKBIA	-14.146	0.454
ENSG00000125730	C3	-24.073	0.453
ENSG00000137944	KYAT3	-9.454	0.453
ENSG00000061936	SFSWAP	-11.430	0.453
ENSG00000091009	RBM27	-4.262	0.453
ENSG00000196411	EPHB4	-13.636	0.452
ENSG00000178078	STAP2	-10.572	0.452
ENSG00000070756	PABPC1	-28.325	0.452
ENSG00000123178	SPRYD7	-7.298	0.452
ENSG00000136100	VPS36	-9.867	0.451
ENSG00000186522	SEPT10	-14.159	0.451
ENSG00000105248	CCDC94	-4.246	0.451
ENSG00000164134	NAA15	-14.573	0.451
ENSG00000133422	MORC2	-10.874	0.451
ENSG00000125870	SNRPB2	-12.328	0.450
ENSG00000103202	NME4	-22.111	0.450
ENSG00000008282	SYPL1	-19.911	0.449
ENSG00000174243	DDX23	-16.635	0.449
ENSG00000108424	KPNB1	-28.823	0.448
ENSG00000240509	RPL34P18	-3.082	0.448
ENSG00000104133	SPG11	-20.761	0.448
ENSG00000117481	NSUN4	-6.272	0.448
ENSG00000224861	YBX1P1	-4.118	0.447
ENSG00000168283	BMI1	-3.665	0.447
ENSG00000100201	DDX17	-13.535	0.447
ENSG00000145041	DCAF1	-9.484	0.447
ENSG00000100324	TAB1	-7.699	0.447
ENSG00000108312	UBTF	-15.186	0.446
ENSG00000124562	SNRPC	-12.009	0.446
ENSG00000065613	SLK	-17.761	0.446
ENSG00000243517	RP11-627K11.1	-2.495	0.446
ENSG00000089289	IGBP1	-13.216	0.446
ENSG00000131469	RPL27	-32.133	0.445
ENSG00000079246	XRCC5	-26.159	0.445
ENSG00000160767	FAM189B	-17.063	0.444
ENSG00000172809	RPL38	-16.918	0.444
ENSG00000104892	KLC3	-7.886	0.444
ENSG00000100297	MCM5	-6.283	0.444
ENSG00000075711	DLG1	-14.291	0.444
ENSG00000137500	CCDC90B	-14.702	0.444
ENSG00000133103	COG6	-10.573	0.444
ENSG00000125633	CCDC93	-9.644	0.443
ENSG00000181524	RPL24P4	-10.890	0.443
ENSG00000155254	MARVELD1	-17.782	0.443
ENSG00000149100	EIF3M	-27.511	0.443
ENSG00000102241	HTATSF1	-10.105	0.443
ENSG00000105443	CYTH2	-11.509	0.442
ENSG00000167447	SMG8	-13.019	0.442
ENSG00000273136	NBPF26	-2.273	0.441
ENSG00000101464	PIGU	-5.233	0.441
ENSG00000100417	PMM1	-6.753	0.441
ENSG00000235297	FAUP1	-3.840	0.440
ENSG00000110315	RNF141	-16.005	0.440
ENSG00000099284	H2AFY2	-5.063	0.440
ENSG00000080824	HSP90AA1	-19.143	0.439
ENSG00000235001	EIF4A1P2	-3.164	0.439
